t,n,e0,e1,e2,e3
401,1.1490806403608236,48.780009272111975,0.0,0.0,47.93553909443741
402,1.098224680485595,48.780009272111975,0.0,0.0,47.93553909443741
403,1.8764567906219536,47.780009272111975,0.0,0.0,48.56854614782639
404,2.768273957711787,47.780009272111975,0.0,0.0,49.043812709543616
405,2.953743591158287,47.780009272111975,0.0,0.0,49.043812709543616
406,2.2623457653077783,48.985656946289396,0.0,0.0,49.043812709543616
407,1.3297484527027819,48.985656946289396,0.0,0.0,49.52416562006333
408,1.0133773216594708,48.985656946289396,0.0,0.0,48.52416562006333
409,1.6041025310388424,47.985656946289396,0.0,0.0,49.107092824721924
410,2.558814047606382,47.985656946289396,0.0,0.0,49.70226146144819
411,2.9997545059076307,47.985656946289396,0.0,0.0,49.70226146144819
412,2.5215252820815293,49.557579708887715,0.0,0.0,49.70226146144819
413,1.563808119046734,49.557579708887715,0.0,0.0,50.31340712891456
414,1.0071237597584493,49.557579708887715,0.0,0.0,49.31340712891456
415,1.3632852368648682,48.557579708887715,0.0,0.0,49.6670493438414
416,2.3048393308371544,48.557579708887715,0.0,0.0,50.35770018382083
417,2.966125549876362,48.557579708887715,0.0,0.0,50.64461225191671
418,2.7391603938754914,50.56681469493855,0.0,0.0,50.64461225191671
419,1.8326145805582985,50.56681469493855,0.0,0.0,51.262460198587306
420,1.0799621499383942,50.56681469493855,0.0,0.0,50.262460198587306
421,1.1731882756931988,49.56681469493855,0.0,0.0,50.262460198587306
422,2.026581287738051,49.56681469493855,0.0,0.0,51.13899011943097
423,2.855535586422428,49.56681469493855,0.0,0.0,51.54803085404153
424,2.897914412454527,49.56681469493855,0.0,0.0,51.54803085404153
425,2.1147548686204054,51.36938544375622,0.0,0.0,52.28861166790905
426,1.2260902277958738,51.36938544375622,0.0,0.0,51.28861166790905
427,1.0489546624680424,51.36938544375622,0.0,0.0,51.28861166790905
428,1.7462057944968061,50.36938544375622,0.0,0.0,51.712818267806625
429,2.6767941486332614,50.36938544375622,0.0,0.0,52.245738475189526
430,2.985141083712425,50.36938544375622,0.0,0.0,52.245738475189526
431,2.387753849637261,51.736780888876325,0.0,0.0,52.245738475189526
432,1.4338675144240955,51.736780888876325,0.0,0.0,52.781404437832265
433,1.0004807755956935,51.736780888876325,0.0,0.0,51.781404437832265
434,1.4860474021655419,50.736780888876325,0.0,0.0,52.26673772800042
435,2.4441396769705497,50.736780888876325,0.0,0.0,52.91146297257124
436,2.9938919810238955,50.736780888876325,0.0,0.0,53.136389685734684
437,2.6298645812915784,52.50648525864219,0.0,0.0,53.136389685734684
438,1.6867425902891249,52.50648525864219,0.0,0.0,53.69978429081067
439,1.0316280171142886,52.50648525864219,0.0,0.0,52.69978429081067
440,1.26683017912837,51.50648525864219,0.0,0.0,52.927775541641566
441,2.176105293265966,51.50648525864219,0.0,0.0,53.64553166169486
442,2.923470012926003,51.50648525864219,0.0,0.0,53.98897309441082
443,2.821800661502034,53.733935084193035,0.0,0.0,53.98897309441082
444,1.9645715718210204,53.733935084193035,0.0,0.0,54.660972999706495
445,1.1399152156211931,53.733935084193035,0.0,0.0,53.660972999706495
446,1.1060168436950373,53.733935084193035,0.0,0.0,53.660972999706495
447,1.894042462861109,52.733935084193035,0.0,0.0,54.32253733090016
448,2.7794849530244594,52.733935084193035,0.0,0.0,54.790025524816265
449,2.9482725721561587,52.733935084193035,0.0,0.0,54.790025524816265
450,2.24522276163051,53.91934819168954,0.0,0.0,54.790025524816265
451,1.3167162749644765,53.91934819168954,0.0,0.0,55.26375223937599
452,1.0164176939717597,53.91934819168954,0.0,0.0,54.26375223937599
453,1.6204201491192025,52.91934819168954,0.0,0.0,54.85799854060599
454,2.5734065686442813,52.91934819168954,0.0,0.0,55.446109235257055
455,2.9992056333576835,52.91934819168954,0.0,0.0,55.446109235257055
456,2.5063396468349013,54.466070286077986,0.0,0.0,55.446109235257055
457,1.54794732411703,54.466070286077986,0.0,0.0,56.04762605074126
458,1.0051701468582357,54.466070286077986,0.0,0.0,55.04762605074126
459,1.377034948685054,53.466070286077986,0.0,0.0,55.417578145905566
460,2.3216509457403056,53.466070286077986,0.0,0.0,56.10355637612933
461,2.970542546651256,53.466070286077986,0.0,0.0,56.38305213844516
462,2.7271218060573146,55.44650063656508,0.0,0.0,56.38305213844516
463,1.815188630268291,55.44650063656508,0.0,0.0,56.99411513510702
464,1.0731701755093017,55.44650063656508,0.0,0.0,55.99411513510702
465,1.183274787092334,54.44650063656508,0.0,0.0,55.99411513510702
466,2.0442727929013795,54.44650063656508,0.0,0.0,56.899006679387234
467,2.864566597091342,54.44650063656508,0.0,0.0,57.300271034632964
468,2.8899818590686666,54.44650063656508,0.0,0.0,57.300271034632964
469,2.0971519041798863,56.218829369549596,0.0,0.0,58.032371976642594
470,1.2150009366270798,56.218829369549596,0.0,0.0,57.032371976642594
471,1.0545744877306764,56.218829369549596,0.0,0.0,57.032371976642594
472,1.7633678947615545,55.218829369549596,0.0,0.0,57.48370245845833
473,2.689719768063795,55.218829369549596,0.0,0.0,58.00903348895637
474,2.9819464674138594,55.218829369549596,0.0,0.0,58.00903348895637
475,2.3713761131017694,56.56362878443428,0.0,0.0,58.00903348895637
476,1.419364273092607,56.56362878443428,0.0,0.0,58.536733173490546
477,1.0011862426632545,56.56362878443428,0.0,0.0,57.536733173490546
478,1.5013129744636649,55.56362878443428,0.0,0.0,58.03626733655498
479,2.459930257729134,55.56362878443428,0.0,0.0,58.67478661905697
480,2.995689783115493,55.56362878443428,0.0,0.0,58.892581218600185
481,2.6160167137641634,57.306114700602905,0.0,0.0,58.892581218600185
482,1.66998071868469,57.306114700602905,0.0,0.0,59.45004238433809
483,1.02736292888462,57.306114700602905,0.0,0.0,58.45004238433809
484,1.2789831767223627,56.306114700602905,0.0,0.0,58.69496094307071
485,2.1935029667421233,56.306114700602905,0.0,0.0,59.40999754923108
486,2.9301170215238277,56.306114700602905,0.0,0.0,59.74581385126041
487,2.8115857761709373,58.50441240094965,0.0,0.0,59.74581385126041
488,1.9468863110260548,58.50441240094965,0.0,0.0,60.41025363189878
489,1.1310193265774915,58.50441240094965,0.0,0.0,59.41025363189878
490,1.1140891657638847,58.50441240094965,0.0,0.0,59.41025363189878
491,1.9116613403598277,57.50441240094965,0.0,0.0,60.10046466139957
492,2.7904516712343437,57.50441240094965,0.0,0.0,60.56016445880673
493,2.9425043809306537,57.50441240094965,0.0,0.0,60.56016445880673
494,2.2280229093809676,58.66990278480686,0.0,0.0,61.35860971852894
495,1.3038982265279437,58.66990278480686,0.0,0.0,60.35860971852894
496,1.0197663039673257,58.66990278480686,0.0,0.0,61.140700132657955
497,1.63685672095985,57.66990278480686,0.0,0.0,60.140700132657955
498,2.587819393980854,57.66990278480686,0.0,0.0,60.721668925371446
499,2.9983436270438855,57.66990278480686,0.0,0.0,60.721668925371446
500,2.490995333500293,59.191719142709935,0.0,0.0,60.721668925371446
501,1.5322281946775238,59.191719142709935,0.0,0.0,61.313761324957525
502,1.003528296428034,59.191719142709935,0.0,0.0,60.313761324957525
503,1.3909798869779029,58.191719142709935,0.0,0.0,60.69985067782278
504,2.338361760800138,58.191719142709935,0.0,0.0,61.380940233963344
505,2.974655392177934,58.191719142709935,0.0,0.0,61.653051094671255
506,2.7148553508409696,60.14347658813165,0.0,0.0,61.653051094671255
507,1.797820596665174,60.14347658813165,0.0,0.0,62.257430546957615
508,1.0666686535173282,60.14347658813165,0.0,0.0,61.257430546957615
509,1.1936172460476195,59.14347658813165,0.0,0.0,61.257430546957615
510,2.061950423737128,59.14347658813165,0.0,0.0,62.190505468525686
511,2.873326667541738,59.14347658813165,0.0,0.0,62.584004863304564
512,2.8817704007607503,59.14347658813165,0.0,0.0,62.584004863304564
513,2.079518494012876,60.88567535486253,0.0,0.0,63.307736876619984
514,1.2041576505878877,60.88567535486253,0.0,0.0,62.307736876619984
515,1.0604905929973596,60.88567535486253,0.0,0.0,62.307736876619984
516,1.7806041514354418,59.88567535486253,0.0,0.0,62.78645035783743
517,2.7024292412479847,59.88567535486253,0.0,0.0,63.3041539075396
518,2.978444126075546,59.88567535486253,0.0,0.0,63.3041539075396
519,2.354881993715524,61.20819388983119,0.0,0.0,63.3041539075396
520,1.4050429929556145,61.20819388983119,0.0,0.0,63.82407242067217
521,1.002204720687499,61.20819388983119,0.0,0.0,62.82407242067217
522,1.516734826650608,60.20819388983119,0.0,0.0,63.33747062698888
523,2.4755767042996153,60.20819388983119,0.0,0.0,63.96964565244564
524,2.997175553249897,60.20819388983119,0.0,0.0,64.18034356701413
525,2.6019757972528996,61.92370523138773,0.0,0.0,64.18034356701413
526,1.6533222694152094,61.92370523138773,0.0,0.0,64.73197033696509
527,1.0234026482909084,61.92370523138773,0.0,0.0,63.73197033696509
528,1.291362128518509,60.92370523138773,0.0,0.0,63.99380225686006
529,2.2108399997352115,60.92370523138773,0.0,0.0,64.70582396704569
530,2.9364725475338362,60.92370523138773,0.0,0.0,65.03403973475639
531,2.8011165538942744,63.092823011779664,0.0,0.0,65.03403973475639
532,1.9292176951425921,63.092823011779664,0.0,0.0,65.6910244890538
533,1.1223957610474875,63.092823011779664,0.0,0.0,64.6910244890538
534,1.122439116966015,62.092823011779664,0.0,0.0,64.6910244890538
535,1.9293079016666266,62.092823011779664,0.0,0.0,65.40994393674139
536,2.801170675561627,62.092823011779664,0.0,0.0,65.86184835963928
537,2.936440825133138,62.092823011779664,0.0,0.0,65.86184835963928
538,2.210751598695369,64.06241901505429,0.0,0.0,66.65107252865644
539,1.291298324347871,64.06241901505429,0.0,0.0,65.65107252865644
540,1.0234221022497116,64.06241901505429,0.0,0.0,66.44362532838733
541,1.6534070956234468,63.06241901505429,0.0,0.0,65.44362532838733
542,2.6020480068859135,63.06241901505429,0.0,0.0,66.01737447569262
543,2.997168757104107,63.06241901505429,0.0,0.0,66.01737447569262
544,2.475497150720118,64.55962872056041,0.0,0.0,66.01737447569262
545,1.5166556568315135,64.55962872056041,0.0,0.0,66.60024445073455
546,1.0021987229953726,64.55962872056041,0.0,0.0,65.60024445073455
547,1.4051156816409374,63.55962872056041,0.0,0.0,66.00227745017934
548,2.3549665391362313,63.55962872056041,0.0,0.0,66.67827222406588
549,2.9784627975617406,63.55962872056041,0.0,0.0,66.94303023572502
550,2.7023648723213674,65.48286173804796,0.0,0.0,66.94303023572502
551,1.780515922590292,65.48286173804796,0.0,0.0,67.54082716776925
552,1.0604596214270197,65.48286173804796,0.0,0.0,66.54082716776925
553,1.2042124114112955,64.48286173804796,0.0,0.0,66.54082716776925
554,2.0796086403815335,64.48286173804796,0.0,0.0,67.5018717925359
555,2.8818130525190444,64.48286173804796,0.0,0.0,67.88761957053624
556,2.8732826108597918,66.86888814305105,0.0,0.0,67.88761957053624
557,2.0618601641251457,66.86888814305105,0.0,0.0,68.60309282523708
558,1.1935637677766033,66.86888814305105,0.0,0.0,67.60309282523708
559,1.0667011242630229,66.86888814305105,0.0,0.0,67.60309282523708
560,1.7979091629737343,65.86888814305105,0.0,0.0,68.10942973953779
561,2.7149185852567497,65.86888814305105,0.0,0.0,68.61947187134732
562,2.9746351572706855,65.86888814305105,0.0,0.0,68.61947187134732
563,2.3382766604502674,67.16944142383124,0.0,0.0,68.61947187134732
564,1.3909081620546209,67.16944142383124,0.0,0.0,69.13179226637054
565,1.0035358904950291,67.16944142383124,0.0,0.0,68.13179226637054
566,1.5323081257846227,66.16944142383124,0.0,0.0,68.65870140863227
567,2.4910741133562504,66.16944142383124,0.0,0.0,69.28440192632722
568,2.9983488258124456,66.16944142383124,0.0,0.0,69.48803886741074
569,2.587746231938178,67.8582311576931,0.0,0.0,69.48803886741074
570,1.6367724629505704,67.8582311576931,0.0,0.0,70.033930142255
571,1.019748416416598,67.8582311576931,0.0,0.0,69.033930142255
572,1.3039631551674145,66.8582311576931,0.0,0.0,69.31264078713107
573,2.2281109591189407,66.8582311576931,0.0,0.0,70.02136311589418
574,2.942534599244099,66.8582311576931,0.0,0.0,70.3420040773334
575,2.7903962755452385,68.99816606650344,0.0,0.0,70.3420040773334
576,1.9115712612092648,68.99816606650344,0.0,0.0,70.99163832860111
577,1.1140472215074704,68.99816606650344,0.0,0.0,69.99163832860111
578,1.1310640805711372,67.99816606650344,0.0,0.0,69.99163832860111
579,1.9469766166543965,67.99816606650344,0.0,0.0,70.73929909114926
580,2.811638606855743,67.99816606650344,0.0,0.0,71.1834040602614
581,2.9300838049771283,67.99816606650344,0.0,0.0,71.1834040602614
582,2.1934142421037683,69.93741449617349,0.0,0.0,71.96352360932273
583,1.2789205170156808,69.93741449617349,0.0,0.0,70.96352360932273
584,1.0273839431549643,69.93741449617349,0.0,0.0,70.96352360932273
585,1.6700660865088182,68.93741449617349,0.0,0.0,71.26936401479676
586,2.616087948358266,68.93741449617349,0.0,0.0,71.83582175529675
587,2.995681391722267,68.93741449617349,0.0,0.0,71.83582175529675
588,2.4598499553568125,70.41032025435159,0.0,0.0,71.83582175529675
589,1.501234590743027,70.41032025435159,0.0,0.0,72.4096688966687
590,1.0011818432255697,70.41032025435159,0.0,0.0,71.4096688966687
591,1.4194379027605937,69.41032025435159,0.0,0.0,71.82743122662417
592,2.3714600770982415,69.41032025435159,0.0,0.0,72.49813487099361
593,2.98196356962768,69.41032025435159,0.0,0.0,72.75557268258707
594,2.689654284798449,71.30519306250154,0.0,0.0,72.75557268258707
595,1.7632800310292092,71.30519306250154,0.0,0.0,73.34688776402831
596,1.0545450250416457,71.30519306250154,0.0,0.0,72.34688776402831
597,1.2150569628417847,70.30519306250154,0.0,0.0,72.34688776402831
598,2.097241909054905,70.30519306250154,0.0,0.0,73.33565245330469
599,2.8900230925369854,70.30519306250154,0.0,0.0,73.71366377382009
600,2.8645211492923472,72.66271311044463,1.4322605746461736,1.4322605746461736,74.70483964251453
